Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A828186,Olivia,01/10/2021 08:11:00 AM,01/10/2021 08:11:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Dog,Intact Female,3 years,Siberian Husky,Black/White
A828187,,01/10/2021 11:46:00 AM,01/10/2021 11:46:00 AM,4722 Country Club Drive in Lago Vista (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Gray/Brown
A828191,*Sanford,01/10/2021 12:46:00 PM,01/10/2021 12:46:00 PM,6409 Santos in Austin (TX),Stray,Injured,Dog,Intact Male,8 years,Pit Bull,Brown Brindle/White
A828197,*Yugo,01/10/2021 05:46:00 PM,01/10/2021 05:46:00 PM,4803 Teri Road in Austin (TX),Stray,Injured,Dog,Intact Male,8 months,German Shepherd,Black/Tricolor
A828198,*Opal,01/10/2021 06:17:00 PM,01/10/2021 06:17:00 PM,71 And Highway 30 in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Pit Bull,Black
A828199,,01/11/2021 07:33:00 AM,01/11/2021 07:33:00 AM,9500 Dessau Road in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Siberian Husky,Tan/White
A828203,,01/11/2021 07:45:00 AM,01/11/2021 07:45:00 AM,Running Water And Eudora in Austin (TX),Stray,Injured,Cat,Intact Female,13 years,Domestic Shorthair,Brown Tabby
A796206,Xena,01/11/2021 09:41:00 AM,01/11/2021 09:41:00 AM,4100 Victory Drive in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,German Shepherd,Brown/Black
A828206,Baby,01/11/2021 09:46:00 AM,01/11/2021 09:46:00 AM,900 Scenic Drive in Williamson (TX),Public Assist,Normal,Dog,Intact Female,6 months,Flat Coat Retriever Mix,Black/White
A828217,*Smoke,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Longhair Mix,Black
A828221,*Penelope,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
A828218,*Mirrors,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A828219,*Ferdinand,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A828222,*Cleopatra,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Shorthair Mix,Tortie
A828220,*Pika,01/11/2021 11:00:00 AM,01/11/2021 11:00:00 AM,2705 Hoeke Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A828214,Olive,01/11/2021 11:39:00 AM,01/11/2021 11:39:00 AM,1100 Cumberland in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Boxer,Brown/Black
A828216,Margo,01/11/2021 11:39:00 AM,01/11/2021 11:39:00 AM,1100 Cumberland in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull/Boxer,Red/White
A828224,Bimbo,01/11/2021 11:39:00 AM,01/11/2021 11:39:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 years,Pomeranian Mix,Red/Tan
A828225,Bambi,01/11/2021 11:39:00 AM,01/11/2021 11:39:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Pomeranian Mix,Tan
A828227,Bluboy,01/11/2021 12:14:00 PM,01/11/2021 12:14:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Longhair,Brown Tabby/White
A828228,,01/11/2021 12:40:00 PM,01/11/2021 12:40:00 PM,12302 Deer Falls Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Border Terrier,Brown/Tan
A828229,,01/11/2021 12:40:00 PM,01/11/2021 12:40:00 PM,12302 Deer Falls Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,10 months,Chihuahua Shorthair,Brown/White
A828230,,01/11/2021 01:33:00 PM,01/11/2021 01:33:00 PM,1200 Paul Teresa Saldana Street in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White
A828240,Shy,01/11/2021 02:38:00 PM,01/11/2021 02:38:00 PM,12138 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan
A828234,Baltas,01/11/2021 02:49:00 PM,01/11/2021 02:49:00 PM,18018 Fm 969 in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White
A828235,,01/11/2021 02:50:00 PM,01/11/2021 02:50:00 PM,18018 Fm 969 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White
A828241,Tyson,01/11/2021 03:11:00 PM,01/11/2021 03:11:00 PM,5510 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pomeranian Mix,Tan/Black
A828244,*Honey,01/11/2021 03:50:00 PM,01/11/2021 03:50:00 PM,1000 Springdale Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Treeing Cur Mix,Tan/Black
A692724,Molly,01/11/2021 04:09:00 PM,01/11/2021 04:09:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,16 years,Chihuahua Shorthair Mix,White
A828249,Chico,01/11/2021 04:58:00 PM,01/11/2021 04:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Black/Tan Hound Mix,Black/Tan
A828248,*Starla,01/11/2021 05:02:00 PM,01/11/2021 05:02:00 PM,5608 Cougar Drive in Austin (TX),Public Assist,Normal,Cat,Intact Female,4 years,Domestic Longhair,Brown Tabby/White
A622498,George,01/11/2021 05:02:00 PM,01/11/2021 05:02:00 PM,5608 Cougar Drive in Austin (TX),Public Assist,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black
A828295,Darla,01/12/2021 07:45:00 AM,01/12/2021 07:45:00 AM,7201 Levander in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A828268,*Manchester,01/12/2021 10:48:00 AM,01/12/2021 10:48:00 AM,5701 Johnny Morris Road in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A828254,*Maleficent,01/12/2021 10:59:00 AM,01/12/2021 10:59:00 AM,2810 Rio Grande Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black
A828255,*Lady Tremaine,01/12/2021 10:59:00 AM,01/12/2021 10:59:00 AM,2810 Rio Grande Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black/White
A828253,*Kronk,01/12/2021 10:59:00 AM,01/12/2021 10:59:00 AM,2810 Rio Grande Street in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A828252,*Te Ka,01/12/2021 10:59:00 AM,01/12/2021 10:59:00 AM,2810 Rio Grande Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White
A828256,*Cherry,01/12/2021 12:28:00 PM,01/12/2021 12:28:00 PM,7715 East Ben White in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby
A828257,*Strawberry,01/12/2021 12:28:00 PM,01/12/2021 12:28:00 PM,7715 East Ben White in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby/White
A828272,*Dawson,01/12/2021 12:28:00 PM,01/12/2021 12:28:00 PM,8225 Sam Rayburn Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Blue Lacy Mix,Blue/White
A828275,,01/12/2021 12:46:00 PM,01/12/2021 12:46:00 PM,701 Jet in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White
A770224,Ollie,01/12/2021 01:27:00 PM,01/12/2021 01:27:00 PM,2413 Jenibeth Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White
A807091,Otis,01/12/2021 02:08:00 PM,01/12/2021 02:08:00 PM,1404 Village West in Travis (TX),Stray,Normal,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black
A828278,Mufasa,01/12/2021 02:10:00 PM,01/12/2021 02:10:00 PM,Williamson (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Rottweiler/Labrador Retriever,Black/White
A828279,Scout,01/12/2021 02:10:00 PM,01/12/2021 02:10:00 PM,Williamson (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Plott Hound,Black Brindle/White
A722253,Queenie,01/12/2021 02:30:00 PM,01/12/2021 02:30:00 PM,5105 Marymount Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Red
A828274,,01/12/2021 02:46:00 PM,01/12/2021 02:46:00 PM,18010 Blake Manor Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Treeing Walker Coonhound,Tricolor
A828283,*Trip,01/12/2021 02:48:00 PM,01/12/2021 02:48:00 PM,10300 Parkfield Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue
A828286,,01/12/2021 03:03:00 PM,01/12/2021 03:03:00 PM,10500 Ruidosa Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie,Black/White
A700839,*Turkey,01/12/2021 03:47:00 PM,01/12/2021 03:47:00 PM,Dittmar in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Blue
A828288,Rocky,01/12/2021 04:05:00 PM,01/12/2021 04:05:00 PM,Rundberg And Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,Brown/White
A828280,Reggie,01/12/2021 04:37:00 PM,01/12/2021 04:37:00 PM,Williamson (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow/White
A828291,*Teddy,01/12/2021 05:56:00 PM,01/12/2021 05:56:00 PM,North Lamar And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Boxer,Chocolate/White
A828292,,01/12/2021 06:38:00 PM,01/12/2021 06:38:00 PM,5307 Navarro in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Dachshund Wirehair/Chihuahua Shorthair,White/Tan
A828293,,01/12/2021 06:38:00 PM,01/12/2021 06:38:00 PM,5307 Navarro in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,Dachshund Wirehair/Chihuahua Shorthair,Tan/White
A828294,Sylvester,01/12/2021 07:01:00 PM,01/12/2021 07:01:00 PM,1115 Desirable in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A828296,*Felix,01/12/2021 08:21:00 PM,01/12/2021 08:21:00 PM,7201 Levander in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,White/Tan
A828301,,01/13/2021 07:54:00 AM,01/13/2021 07:54:00 AM,2510 Rutland Drive in Austin (TX),Stray,Injured,Cat,Spayed Female,4 years,Domestic Shorthair,Tortie
A828302,Sawyer,01/13/2021 08:00:00 AM,01/13/2021 08:00:00 AM,8714 Fm 812 in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Great Pyrenees,White
A828312,*Ralph,01/13/2021 11:00:00 AM,01/13/2021 11:00:00 AM,8200 Sassman Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd/Labrador Retriever,Brown/Black
A828322,,01/13/2021 11:55:00 AM,01/13/2021 11:55:00 AM,Adair Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Cocker Spaniel Mix,Yellow
A828321,Evie,01/13/2021 11:55:00 AM,01/13/2021 11:55:00 AM,Adair Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow
A828325,Sissie,01/13/2021 01:07:00 PM,01/13/2021 01:07:00 PM,8806 Clearbrook Trail in Austin (TX),Stray,Injured,Dog,Spayed Female,12 years,Basset Hound,White/Brown
A828327,*Bp,01/13/2021 02:04:00 PM,01/13/2021 02:04:00 PM,7007 Craybrough Circle in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A828315,Helen,01/13/2021 02:14:00 PM,01/13/2021 02:14:00 PM,Parmer Lane And Old Highway 20 in Travis (TX),Stray,Nursing,Dog,Intact Female,1 year,Chihuahua Shorthair,White/Tan
A828319,*Punkin,01/13/2021 02:14:00 PM,01/13/2021 02:14:00 PM,Parmer Lane And Old Highway 20 in Travis (TX),Stray,Nursing,Dog,Intact Female,1 month,Chihuahua Shorthair,White
A828317,*Eddy,01/13/2021 02:14:00 PM,01/13/2021 02:14:00 PM,Parmer Lane And Old Highway 20 in Travis (TX),Stray,Nursing,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tricolor
A828318,*Dolly,01/13/2021 02:14:00 PM,01/13/2021 02:14:00 PM,Parmer Lane And Old Highway 20 in Travis (TX),Stray,Nursing,Dog,Intact Female,1 month,Chihuahua Longhair Mix,White/Tan
A828320,Teddy,01/13/2021 02:14:00 PM,01/13/2021 02:14:00 PM,Parmer Lane And Old Highway 20 in Travis (TX),Stray,Nursing,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tan
A828331,,01/13/2021 03:03:00 PM,01/13/2021 03:03:00 PM,10805 North Lamar in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
A828329,,01/13/2021 03:30:00 PM,01/13/2021 03:30:00 PM,906 Bird Creek Drive in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair,Brown Tabby
A828307,,01/13/2021 03:35:00 PM,01/13/2021 03:35:00 PM,11716 Bell Avenue in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Fox,Red
A813546,Milo,01/13/2021 03:47:00 PM,01/13/2021 03:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan
A828341,*Pistachio,01/13/2021 04:45:00 PM,01/13/2021 04:45:00 PM,6107 Calmar Cove in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Tortie
A828334,Marlo,01/13/2021 04:58:00 PM,01/13/2021 04:58:00 PM,14100 Thermal in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull Mix,Black/White
A828365,,01/14/2021 07:48:00 AM,01/14/2021 07:48:00 AM,2240 West Braker Lane in Austin (TX),Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black
A828347,Doug,01/14/2021 10:02:00 AM,01/14/2021 10:02:00 AM,3300 Killingsworth Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Cardigan Welsh Corgi Mix,Tan/White
A828354,,01/14/2021 11:35:00 AM,01/14/2021 11:35:00 AM,1624 Rutland in Austin (TX),Stray,Injured,Cat,Intact Male,6 months,Domestic Shorthair,Blue
A828346,,01/14/2021 11:53:00 AM,01/14/2021 11:53:00 AM,11402 James Haller Drive in Austin (TX),Stray,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Orange Tabby/White
A828222,*Cleopatra,01/14/2021 12:33:00 PM,01/14/2021 12:33:00 PM,2705 Hoeke Lane in Austin (TX),Stray,Sick,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A828356,Luna,01/14/2021 12:37:00 PM,01/14/2021 12:37:00 PM,4110 Guadalupe in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A819285,Percy,01/14/2021 01:03:00 PM,01/14/2021 01:03:00 PM,Bastrop (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier,Brown/White
A828358,*Leroy,01/14/2021 01:57:00 PM,01/14/2021 01:57:00 PM,9101 Hog Eye Road in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Blue/White
A828351,*Katy,01/14/2021 01:57:00 PM,01/14/2021 01:57:00 PM,14000 Renaissance Court in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Finnish Spitz Mix,Brown
A828362,*Albert,01/14/2021 03:06:00 PM,01/14/2021 03:06:00 PM,7206 Ed Bluestein in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Tan
A828335,*Willow,01/14/2021 03:41:00 PM,01/14/2021 03:41:00 PM,6700 Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,Black/White
A824110,Bently,01/14/2021 03:45:00 PM,01/14/2021 03:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A828368,Charlie,01/14/2021 04:34:00 PM,01/14/2021 04:34:00 PM,1219 South Lamar in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie
A724558,*Wobbles,01/14/2021 04:54:00 PM,01/14/2021 04:54:00 PM,6600 Ed Bluestein in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,White/Red
A827315,Atticus,01/14/2021 05:20:00 PM,01/14/2021 05:20:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,9 years,Labrador Retriever,Chocolate
A828370,*Meatloaf,01/14/2021 05:35:00 PM,01/14/2021 05:35:00 PM,8105 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula Mix,Blue Merle/White
A828369,*Gravy,01/14/2021 05:35:00 PM,01/14/2021 05:35:00 PM,8105 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Bull Terrier/Labrador Retriever,Brown/White
A810428,Penny,01/15/2021 07:30:00 AM,01/15/2021 07:30:00 AM,6319 Dorchester in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair,White/Blue
A828379,,01/15/2021 08:57:00 AM,01/15/2021 08:57:00 AM,10202 Willfield Drive in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk,Black/White
A828385,*Josh,01/15/2021 09:38:00 AM,01/15/2021 09:38:00 AM,12200 Carl Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Longhair/Cocker Spaniel,Black
A828382,*Silver,01/15/2021 10:07:00 AM,01/15/2021 10:07:00 AM,Parker Lane And Woodward in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,White
A828389,*Hobbs,01/15/2021 10:27:00 AM,01/15/2021 10:27:00 AM,2301 Durwood Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull,White/Brown Brindle
A805715,Lobo,01/15/2021 11:47:00 AM,01/15/2021 11:47:00 AM,2400 Webberville in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White
A755468,Stella/Ruthie,01/15/2021 12:57:00 PM,01/15/2021 12:57:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
A828393,*Gregolas,01/15/2021 01:30:00 PM,01/15/2021 01:30:00 PM,2201 Perry Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Manx,Black/White
A828398,,01/15/2021 02:18:00 PM,01/15/2021 02:18:00 PM,2705 Hoeke in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A828397,,01/15/2021 02:36:00 PM,01/15/2021 02:36:00 PM,15103 Mimebark Way in Travis (TX),Stray,Injured,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown
A828394,*Harris,01/15/2021 02:51:00 PM,01/15/2021 02:51:00 PM,3825 Bee Caves Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Black/White
A828404,Nala,01/15/2021 03:13:00 PM,01/15/2021 03:13:00 PM,Oltorf in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown Brindle/White
A827320,Phin,01/15/2021 03:22:00 PM,01/15/2021 03:22:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A828408,*Benny,01/15/2021 03:53:00 PM,01/15/2021 03:53:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Blue Lacy,Blue
A828413,,01/15/2021 04:35:00 PM,01/15/2021 04:35:00 PM,6025 Toye in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Miniature Schnauzer Mix,Silver/White
A828420,*Lesley,01/16/2021 08:45:00 AM,01/16/2021 08:45:00 AM,14946 Swiss Drive in Austin (TX),Stray,Sick,Dog,Intact Female,2 years,Siberian Husky Mix,Black/White
A828421,Luna,01/16/2021 08:55:00 AM,01/16/2021 08:55:00 AM,109 Caddis Cove in Hays (TX),Owner Surrender,Sick,Dog,Intact Female,9 months,Labrador Retriever Mix,Yellow/White
A828422,Diablo,01/16/2021 09:00:00 AM,01/16/2021 09:00:00 AM,14946 Swiss Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Doberman Pinsch,Black/Tan
A828429,,01/16/2021 11:47:00 AM,01/16/2021 11:47:00 AM,10512 Cambria Coast Run in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Gray/Tan
A828439,,01/16/2021 01:30:00 PM,01/16/2021 01:30:00 PM,12700 Sparks Road in Travis (TX),Owner Surrender,Injured,Dog,Intact Female,8 months,Great Pyrenees,White/Black
A828435,*Keanu,01/16/2021 01:45:00 PM,01/16/2021 01:45:00 PM,Cameron Road And Schimdt Lane in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,German Shepherd,White
A828436,*Heidi,01/16/2021 01:45:00 PM,01/16/2021 01:45:00 PM,Cameron Road And Schimdt Lane in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,German Shepherd,Black/Brown
A809343,Sage,01/16/2021 02:00:00 PM,01/16/2021 02:00:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Brown
A828426,*Berkeley,01/16/2021 03:30:00 PM,01/16/2021 03:30:00 PM,16204 Fagerquist Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Chocolate/White
A828399,Rayo,01/16/2021 04:11:00 PM,01/16/2021 04:11:00 PM,Colfax Drive And Imperial Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,German Shepherd Mix,Tan/Black
A828445,Blue,01/16/2021 04:15:00 PM,01/16/2021 04:15:00 PM,1100 West Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Brown/White
A828431,*Pony,01/16/2021 04:16:00 PM,01/16/2021 04:16:00 PM,7710 Sandia Loop in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,German Shepherd Mix,Brown
A828428,,01/16/2021 04:18:00 PM,01/16/2021 04:18:00 PM,1908 Ocallahan Drive in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon,Black/Gray
A828449,Brownie,01/16/2021 09:16:00 PM,01/16/2021 09:16:00 PM,6709 Sabrina Drive in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Boxer Mix,Brown/White
A828450,Domino,01/16/2021 09:16:00 PM,01/16/2021 09:16:00 PM,6709 Sabrina Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,White/Black
A828455,,01/17/2021 08:09:00 AM,01/17/2021 08:09:00 AM,6302 Wolf Lane in Travis (TX),Stray,Injured,Dog,Neutered Male,3 years,American Foxhound,White/Orange
A828456,Juno,01/17/2021 08:09:00 AM,01/17/2021 08:09:00 AM,2400 South Congress in Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair,White/Black
A828460,*Pablo,01/17/2021 10:05:00 AM,01/17/2021 10:05:00 AM,1044 Norwood Park Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Staffordshire,Brown Brindle/White
A828463,Ej,01/17/2021 11:27:00 AM,01/17/2021 11:27:00 AM,2300 North Loop Boulevard in Austin (TX),Owner Surrender,Injured,Cat,Spayed Female,6 years,Domestic Shorthair,Brown Tabby
A827991,*Seymour,01/17/2021 01:00:00 PM,01/17/2021 01:00:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Intact Male,2 years,Scottish Terrier/Dachshund,Tan
A828464,*Harvey,01/17/2021 01:36:00 PM,01/17/2021 01:36:00 PM,2005 Conestoga Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White
A828465,Max,01/17/2021 01:53:00 PM,01/17/2021 01:53:00 PM,1156 E Cesar Chavez in Austin (TX),Public Assist,Sick,Cat,Neutered Male,7 years,Domestic Shorthair,Orange Tabby
A828466,Zeus,01/17/2021 03:07:00 PM,01/17/2021 03:07:00 PM,2601 South Pleasant Valley in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Pit Bull,Fawn/White
A828472,,01/17/2021 05:46:00 PM,01/17/2021 05:46:00 PM,110 West Slaughter Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Red/White
A828473,,01/17/2021 05:46:00 PM,01/17/2021 05:46:00 PM,110 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Tan/White
A828476,Salem,01/18/2021 07:01:00 AM,01/18/2021 07:01:00 AM,East Stassney Lane And Ih-35 in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Black
