#,Song ,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Valence (Happiness),Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
15, Qui-Gon's Noble End,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,3:48,21,29,39,15,10,4,13,-20 db,85,A Minor,8A,4,5/9/17,4mKthcu3VgeZKQRBQw227s
469, Quite a Soldier,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,2:46,9,3,42,78,3,4,6,-22 db,81,G#/Aâ™­ Major,4B,4,11/20/20,2CVQfNOLXklvyPjgRLbDAr
91, Race You to the Surface,Kevin Kiner,36,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,2:18,41,66,28,77,19,5,24,-9 db,80,C Major,8B,4,5/4/20,11xulTQFbKwQqIShcUzRr6
423, Raiders,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,1:20,33,31,89,84,4,9,29,-20 db,87,F Major,7B,4,12/27/19,1GP50T4D1PWg5XjNpc0jPn
135, Raising Kids,Kevin Kiner,26,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:31,18,13,88,87,4,4,13,-17 db,66,B Minor,10A,3,7/8/21,3C46bWIRQmw1duEd4La5wL
170, Rampart Interrogates,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:53,14,21,46,86,4,4,11,-18 db,78,A#/Bâ™­ Major,6B,3,9/14/21,3JNGERc0Ae8hFdqYBBWRuQ
163, Raxus Under the Empire,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:37,22,27,30,63,4,4,12,-17 db,126,A Minor,8A,4,9/14/21,7t6lOvAM1UcCzcTS9wFDmU
383, Rebel Briefing,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,2:26,21,8,91,78,3,5,11,-24 db,80,C Minor,5A,4,5/30/18,3k907tuA3KYA7LssZmnqDc
332, Rebellions Are Built on Hope,Michael Giacchino,37,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,2:56,15,3,85,92,3,4,9,-22 db,138,A Major,11B,5,12/17/16,2y0ujQbyIKpfmGnex4VJZU
370, Rebels at Bay,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,5:27,29,32,92,87,10,4,9,-16 db,75,D Minor,7A,4,5/30/18,2NWNkDoePT1QOKx8wUnf7d
261, Rebels Theme,Kevin Kiner,33,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,0:55,24,57,64,97,58,4,30,-6 db,122,G Minor,6A,4,5/9/17,3IX4RxjQg1x5JOlGWaHfWW
486, Rebirth,"Joseph Shirley,Ludwig Goransson",51,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,3:16,9,31,27,92,4,4,11,-15 db,86,G Major,9B,1,2/4/22,4Cvuo6lv5b12mtb8ajnskM
255, Reminiscence Therapy,John Powell,31,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,6:13,15,45,21,76,9,5,39,-16 db,80,Câ™¯/Dâ™­ Major,3B,4,5/27/18,0k4dOMeRLCtIY3oacsTGAO
439, Reprogram,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,2:32,31,14,52,93,8,4,14,-25 db,140,F Major,7B,1,12/27/19,3T1fvWyoIeMOInLLOxqgDM
181, Rescue Mission Escalates,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,4:27,35,53,44,91,16,4,16,-10 db,147,A#/Bâ™­ Major,6B,4,9/14/21,4r2XCb029TeM5xI5lTVAQe
349, Rescue of the Princess,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:50,28,33,96,83,13,4,8,-16 db,140,A Minor,8A,4,5/30/18,0L82VFejZY9qO3EqknTZM4
479, Rest in Peace,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,2:44,18,9,39,85,7,4,12,-24 db,92,G Major,9B,1,12/18/20,646wJbSEne83IlOx52h9M8
177, Retrieving the Spice,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,4:17,26,29,21,87,4,4,7,-17 db,62,F Minor,4A,3,9/14/21,14uBC2Cuhf3Pzwvh4gdnPg
27, Return to Tatooine,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,6:56,8,2,91,88,4,3,10,-28 db,80,F Minor,4A,4,4/3/14,1hAsK4UXdsADod4dCHuvGF
582, Reunion,John Williams,34,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,4:04,13,19,87,89,7,4,22,-17 db,81,F Major,7B,3,12/27/19,5DbJvTbga8ZyXfiw5mTpOJ
274, Reunited,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:12,15,20,82,97,4,3,20,-12 db,98,D Major,10B,3,5/9/17,6xls7bfus3xpLz92rpIyPq
464, Reunited,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,1:40,18,23,67,94,5,4,12,-20 db,67,A#/Bâ™­ Major,6B,3,11/20/20,7JObaoeg1JhaNTD9cEJ9R7
548, Revisiting Snoke,John Williams,35,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:28,8,6,80,69,4,4,10,-18 db,171,F Major,7B,4,12/15/17,00kJKVPbMLV5b53dJmcxrQ
291, Rex and Ahsoka Reunited,Kevin Kiner,29,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:02,8,23,66,91,7,3,9,-10 db,69,A#/Bâ™­ Major,6B,4,5/9/17,4axviLX4JHsNVaaoW6DW0E
526, Rey Meets BB-8,John Williams,35,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,1:31,8,3,95,59,4,4,32,-26 db,173,D Minor,7A,3,12/18/15,0Hicqz1K8PswE0Uijx5STA
528, Rey's Theme,John Williams,57,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,3:11,23,14,98,89,12,3,8,-17 db,103,A Minor,8A,4,12/18/15,5wsHtmFHWntJzcN6n8ivjd
497, Road Rage,"Joseph Shirley,Ludwig Goransson",41,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,4:56,28,88,10,89,7,10,11,-9 db,143,E Major,12B,4,2/4/22,7z8R0a5Yg6eViHoDvX1Ajj
33, Rodia,Kevin Kiner,31,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:22,12,30,2,93,8,3,10,-12 db,81,G Minor,6A,4,5/9/17,0GfNEcHNcrNPFgVmXJQIkX
54, Rogue Jedi,"Kevin Kiner,Takeshi Furukawa",29,"scorecore, soundtrack, video game music, japanese soundtrack",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:59,14,33,71,76,7,3,30,-10 db,65,F Major,7B,4,5/9/17,1sMJFb1iTW4BwGSqEKxvz5
333, Rogue One,Michael Giacchino,42,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,2:04,57,22,77,96,24,4,23,-15 db,110,Câ™¯/Dâ™­ Major,3B,4,12/17/16,0O5xBn8C6Reu3ihKbSBgB7
174, Roland Durand,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:28,26,14,43,87,4,4,11,-17 db,120,G#/Aâ™­ Major,4B,4,9/14/21,0UrZhTYDi7ps3FbVGqBhFq
196, Roland's Jukebox Mix,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,5:31,50,58,5,86,38,14,8,-10 db,116,Câ™¯/Dâ™­ Major,3B,3,9/14/21,5CmXcWIiMTK6KmdrMVB9Jo
190, Saberjowl Attack,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:16,12,22,62,87,3,4,12,-16 db,164,C Major,8B,4,9/14/21,08xog2YnPs1lSPlbN5MySI
268, Sabine,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:27,23,15,76,89,5,3,17,-17 db,108,A#/Bâ™­ Minor,3A,4,5/9/17,6UjtLiEbiWM0FasZC9wzhY
280, Sabine's Chase,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:39,40,58,75,68,39,3,6,-5 db,70,C Minor,5A,4,5/9/17,6KwPo07BmW03nIMOkdqaBe
454, Sacrifice,Ludwig Goransson,33,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,3:29,12,25,40,78,3,5,7,-15 db,78,B Major,1B,4,12/27/19,6ql2OSllSMrCUqToWBX2fm
257, Savareen Stand-Off,John Powell,27,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,4:26,7,11,74,93,4,4,9,-19 db,80,G Major,9B,4,5/27/18,7xpd8PmWCdOYJxPEz26n8c
212, Saw's Plan,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:25,6,9,85,94,4,4,12,-22 db,71,A Major,11B,5,9/3/20,7fFeNtQFPMmS29g8hDfeMY
216, Saw's Speech,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,1:19,19,14,83,74,4,3,12,-18 db,67,G Major,9B,3,9/3/20,56SF2L9HuRovpsvmK0IT9M
543, Scherzo for X-Wings,John Williams,36,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,2:32,37,43,79,84,33,4,36,-10 db,136,D Minor,7A,3,12/18/15,6eWfgktrz9i593f0ivmw25
335, Scrambling the Rebel Fleet,Michael Giacchino,33,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,1:33,26,48,92,73,11,5,69,-11 db,138,G Major,9B,4,12/17/16,0fpiH9QqkuXYrOuBL4Qrwm
67, Search Party,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,2:21,17,41,9,13,4,3,10,-10 db,134,Câ™¯/Dâ™­ Major,3B,3,5/4/20,3LyH4dcxy4OThbwmSxQgPw
178, Searching for Gregor,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,4:35,30,32,33,89,5,5,9,-16 db,78,G#/Aâ™­ Major,4B,5,9/14/21,3YF6qTz9l34y3vLwl16zG6
407, Second Thoughts,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 3 (Original Score),11/22/19,4:19,37,33,22,88,3,5,13,-22 db,129,G Major,9B,4,12/27/19,00QyeqCgwCpWIzraaOUrh0
182, Secret Landing Pad,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:52,20,34,44,93,4,4,11,-13 db,127,G Minor,6A,3,9/14/21,2yUKN7JLLfBPcLkQYmw1of
465," Ship o hoj, Mandalorians!",Ludwig Goransson,39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,7:59,37,36,14,87,4,4,8,-16 db,125,Câ™¯/Dâ™­ Major,3B,1,11/20/20,1LZQDi14rvOEvmDkluF8kS
406, Signet Forging,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 3 (Original Score),11/22/19,2:02,47,47,11,73,24,6,12,-13 db,133,A#/Bâ™­ Minor,3A,4,12/27/19,55a9LtQQp8WCaf6m3EFl3O
136, Smuggled Themselves,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,4:47,36,40,28,87,7,5,23,-12 db,111,G#/Aâ™­ Major,4B,4,7/8/21,2xD5KZW6S3zjz2zIVdPKY7
463, Snacks,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,2:46,17,24,47,85,3,5,11,-25 db,151,A#/Bâ™­ Major,6B,4,11/20/20,14ySvcPIHo6lKH2l93Gwh7
539, Snoke,John Williams,35,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,2:03,8,1,90,95,3,4,12,-38 db,81,D Major,10B,4,12/18/15,3o1js2az714YgrfcMgxdas
244, Spaceport,John Powell,27,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,4:07,18,24,48,85,8,4,17,-19 db,117,D Major,10B,3,5/27/18,6EWJTsGmZyC1f5qSXWTw7o
262, Speeder Bike Chase,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:12,31,53,46,94,8,3,32,-10 db,77,D Minor,7A,4,5/9/17,2dyQtNorA8TdLVxUa947hL
422, Speederbikes,Ludwig Goransson,38,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,1:21,35,31,61,86,33,30,10,-14 db,100,F Major,7B,3,12/27/19,3cWw8SCOVveJp9OADmF0QR
80, Spices,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 5-8) [Original Soundtrack],4/10/20,4:36,19,18,64,88,4,4,11,-13 db,109,A#/Bâ™­ Major,6B,4,5/4/20,456GZCaJDcIfhQYMGDr1Cy
416, Spirit of the Woods,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,5:10,23,47,26,68,4,10,11,-14 db,70,G Minor,6A,4,12/27/19,04PHrT9lAl10QLilFJUtaW
187, Standoff,Kevin Kiner,33,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,4:01,19,18,54,97,3,4,18,-14 db,121,D Minor,7A,3,9/14/21,2aLFi3vrMRt0AhnqNJQipa
359, Star Wars (Main Theme),"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,5:50,16,34,88,51,7,6,5,-15 db,71,F Major,7B,3,5/30/18,54dG8htZf7qqSB6bf8RcPi
107, Star Wars and the Revenge of the Sith - Medley,"John Williams,London Voices,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british choir, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode III: Revenge of the Sith [Original Motion Picture Soundtrack],2005,7:31,30,45,60,86,25,7,16,-14 db,98,F Major,7B,3,11/28/15,0COcuxazhUbjq5SbU0P5kM
60, Star Wars Main Title & A Galaxy Divided,"Kevin Kiner,The City of Prague Philharmonic Orchestra",43,"scorecore, soundtrack, video game music, classic soundtrack, orchestra, symfonicky orchestr, theme","Easy listening, Classical",Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,1:13,16,69,9,94,41,5,11,-5 db,200,E Minor,9A,4,5/4/20,08bklULvFx9PF8X7o07fsa
18, Star Wars Main Title and Ambush on Coruscant,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,3:46,19,17,82,93,5,4,28,-21 db,132,F Major,7B,4,4/3/14,6ZHbY85lrM5dP6eQruOigo
1, Star Wars Main Title and the Arrival at Naboo,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,2:55,21,32,74,93,7,4,31,-14 db,109,F Major,7B,4,5/9/17,3LpheVDaZXkUePlKbZi9Md
329, Star-Dust,Michael Giacchino,35,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,3:47,12,1,94,74,4,4,20,-26 db,70,C Minor,5A,3,12/17/16,6KAWSVdqsr7rPUx2kwHd94
417, Stay,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,2:21,11,3,69,91,4,4,11,-30 db,70,F#/Gâ™­ Minor,11A,4,12/27/19,50sqmGN0YxMFjwzAV3vLc6
151, Stay Above the Water Line,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:02,21,20,19,92,3,4,11,-15 db,117,G Major,9B,3,7/8/21,5zFiDSiRJyMgVHv2JFqOtC
493, Stop That Train,"Joseph Shirley,Ludwig Goransson",45,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,4:06,33,35,47,89,4,4,7,-15 db,130,F Major,7B,3,2/4/22,7qYAX8yamoruNCCCYvjIVe
272, Storm the Ship,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:13,40,37,32,93,59,3,14,-7 db,122,G Minor,6A,4,5/9/17,02xgMlFNzNToeK1RrrTaxR
149, Stranger at the Bar,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,1:27,21,31,45,95,3,4,11,-14 db,81,B Minor,10A,1,7/8/21,6Z7TKPAtRtBPIuYMDQTtlX
421, Stuck with Me Now,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,2:26,11,2,80,97,3,4,12,-34 db,92,A Minor,8A,3,12/27/19,2wclYaAYKjUIq13537ekWe
162, Target Is Getting Away,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,4:01,36,56,36,86,11,4,16,-13 db,99,C Minor,5A,4,9/14/21,009widQgHZsGiBn0dGvXaI
235, Taron Malicos,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,5:46,24,37,75,69,4,4,11,-15 db,98,F Minor,4A,4,9/3/20,5aqnbfO3QXKHbSROWdkCHd
510, Teacher's Pet,"Joseph Shirley,Ludwig Goransson",39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,6:25,20,15,93,87,4,4,10,-21 db,131,Câ™¯/Dâ™­ Major,3B,4,2/15/22,7k8nhtGWfiw8dOR8Iq61hP
267, Team Steals a Walker,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:42,38,66,4,95,13,3,12,-7 db,86,C Major,8B,4,5/9/17,3XguQEArCWud1zsyE35Zx2
299, Team Steals the Cargo,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:24,36,36,92,89,22,3,11,-8 db,76,G Minor,6A,4,5/9/17,3yHB9YGaIJkDW4bkkYmrnx
166, Tension in Ryloth,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:56,16,8,68,93,3,5,11,-25 db,136,Câ™¯/Dâ™­ Major,3B,4,9/14/21,5wTNP8uRcU19slHDAcj7wl
131, Tension with Crosshair,Kevin Kiner,26,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:54,21,37,2,69,4,3,9,-13 db,152,Câ™¯/Dâ™­ Major,3B,5,7/8/21,49Ym0wVT8b3EwfINGovaay
259, Testing Allegiance,John Powell,25,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,4:21,22,29,62,78,4,6,36,-19 db,88,Câ™¯/Dâ™­ Minor,12A,4,5/27/18,2E9pwrcWkvi3enDnxX7KnX
530, That Girl with the Staff,John Williams,31,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,1:58,8,3,93,95,4,4,42,-25 db,70,F#/Gâ™­ Major,2B,4,12/18/15,3O5GA5BWJVfvIBIO0ZLlV1
536, The Abduction,John Williams,32,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,2:25,16,23,67,85,6,3,10,-15 db,85,D Minor,7A,4,12/18/15,2vEkF5UazjaBL6CpG2BZgq
241, The Adventures of Han,John Williams,38,"orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,3:49,30,36,45,89,23,5,9,-14 db,98,C Minor,5A,4,5/27/18,6xuNzE2TNoJSiX6llH5Chg
476, The Armor,Ludwig Goransson,39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,2:43,18,8,21,85,5,4,11,-24 db,59,G Minor,6A,3,12/18/20,5oQ9ZYhs3GI7ejU4YeKp9w
444, The Arrival,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,3:16,33,25,32,90,4,5,8,-16 db,83,G#/Aâ™­ Major,4B,4,12/27/19,5XJCzxBwTvYOgAs1DMEySf
7, The Arrival at Tatooine and the Flag Parade,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,4:04,24,28,88,85,6,4,12,-18 db,89,F Minor,4A,4,5/9/17,01vpxmIl44676Gj3NMfMwb
394, The Asset,Ludwig Goransson,44,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 1 (Original Score),11/12/19,1:35,17,3,95,89,4,4,14,-22 db,78,B Major,1B,4,12/27/19,3j6PyvJXxISbQjyLCQohtb
368, The Asteroid Field,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,4:14,40,39,87,93,22,4,7,-14 db,83,F Major,7B,4,5/30/18,4NJQmxXRgEZdtPQMzBUgEz
456, The Baby,Ludwig Goransson,41,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,3:20,22,6,82,56,7,4,4,-19 db,83,C Major,8B,4,12/27/19,2hpBErFRab0qwNSzgglCNk
367, The Battle in the Snow,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:50,28,59,84,95,22,5,8,-12 db,86,G Major,9B,4,5/30/18,6VXUoYGhlCIRPN3bHznNg4
561, The Battle of Crait,John Williams,39,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,6:47,20,45,76,91,9,5,43,-12 db,75,D Major,10B,4,12/15/17,77k9CEWfPOcizofgwLTBdH
120, The Birth of the Twins and Padme's Destiny - Medley,"John Williams,London Voices,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british choir, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode III: Revenge of the Sith [Original Motion Picture Soundtrack],2005,3:37,18,9,96,84,4,4,6,-22 db,83,A Major,11B,3,11/28/15,3MD69vLrudKHyVprr7wEeq
