tconst,ordering,nconst,category,job,characters,title,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0361243,3,nm0812220,actor,\N,"ARC Captain,Clone Trooper,ARC Trooper",,André Sogliuzzo,1966,\N,"actor,miscellaneous,soundtrack","tt0128853,tt0338348,tt0228750,tt1055369"
tt0361243,4,nm0217221,actress,\N,"Asajj Ventress,Padmé Amidala,Shaak-Ti",,Grey Griffin,1973,\N,"actress,music_department,soundtrack","tt3398268,tt4701182,tt1055369,tt1568322"
tt0361243,5,nm0437454,actor,\N,Yoda,,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0361243,6,nm0123553,actor,\N,"Count Dooku,San Hill,Warrior #2",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0361243,7,nm0417068,actor,\N,"Supreme Chancellor Palpatine,Darth Sidious,Main Techno Union Scientist",,Nick Jameson,1950,\N,"actor,soundtrack,miscellaneous",tt2294629
tt0361243,8,nm0358460,actor,\N,"Durge,Ki-Adi-Mundi,Even Piell",,Daran Norris,1964,\N,"actor,soundtrack,miscellaneous","tt0491117,tt0372588,tt0397892,tt0235918"
tt0361243,9,nm0569501,actor,\N,"General Grievous,Harvos the Nelvaanian Warrior,Kit Fisto",,Richard McGonagle,1946,\N,"actor,producer","tt0790772,tt1022603,tt0160797,tt1800763"
tt0361243,10,nm8739978,actor,\N,Storm Trooper,,Can Arda Kiremitçi,\N,\N,actor,tt0361243
tt0361243,1,nm1103468,actor,\N,Anakin Skywalker,,Mat Lucas,1977,\N,"actor,editorial_department,editor","tt5713466,tt0462553,tt2900624,tt0483168"
tt0361243,2,nm0852517,actor,\N,"Obi-Wan Kenobi,Techno Union Scientist #2,Agen Kolar",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
